pais,casos,muertes,fecha_actualizacion
Alemania,505,0,2009-07-06
Alemania,470,0,2009-07-03
Alemania,417,0,2009-07-01
Alemania,366,0,2009-06-29
Alemania,333,0,2009-06-26
Alemania,301,0,2009-06-24
Alemania,275,0,2009-06-22
Alemania,238,0,2009-06-19
Alemania,195,0,2009-06-17
Alemania,170,0,2009-06-15
Alemania,95,0,2009-06-12
Alemania,95,0,2009-06-11
Alemania,78,0,2009-06-10
Alemania,63,0,2009-06-08
Alemania,43,0,2009-06-05
Alemania,28,0,2009-06-03
Alemania,28,0,2009-06-01
Alemania,19,0,2009-05-29
Alemania,17,0,2009-05-27
Alemania,17,0,2009-05-26
Alemania,17,0,2009-05-25
Alemania,17,0,2009-05-23
Algeria,5,0,2009-07-06
Algeria,5,0,2009-07-03
Algeria,2,0,2009-07-01
Algeria,2,0,2009-06-29
Algeria,2,0,2009-06-26
Algeria,2,0,2009-06-24
Algeria,1,0,2009-06-22
Antigua y Barbuda,2,0,2009-07-06
Antigua y Barbuda,2,0,2009-07-03
Antigua y Barbuda,2,0,2009-07-01
Antigua y Barbuda,2,0,2009-06-29
Antigua y Barbuda,2,0,2009-06-26
Antigua y Barbuda,2,0,2009-06-24
Arabia Saudita,114,0,2009-07-06
Arabia Saudita,89,0,2009-07-03
Arabia Saudita,81,0,2009-07-01
Arabia Saudita,69,0,2009-06-29
Arabia Saudita,48,0,2009-06-26
Arabia Saudita,45,0,2009-06-24
Arabia Saudita,35,0,2009-06-22
Arabia Saudita,22,0,2009-06-19
Arabia Saudita,17,0,2009-06-17
Arabia Saudita,11,0,2009-06-15
Arabia Saudita,1,0,2009-06-12
Arabia Saudita,1,0,2009-06-11
Arabia Saudita,1,0,2009-06-10
Arabia Saudita,1,0,2009-06-08
Arabia Saudita,1,0,2009-06-05
Argentina,2485,60,2009-07-06
Argentina,1587,26,2009-07-03
Argentina,1587,26,2009-07-01
Argentina,1488,23,2009-06-29
Argentina,1391,21,2009-06-26
Argentina,1213,7,2009-06-24
Argentina,1010,7,2009-06-22
Argentina,918,4,2009-06-19
Argentina,733,1,2009-06-17
Argentina,343,0,2009-06-15
Argentina,343,0,2009-06-12
Argentina,256,0,2009-06-11
Argentina,235,0,2009-06-10
Argentina,202,0,2009-06-08
Argentina,147,0,2009-06-05
Argentina,131,0,2009-06-03
Argentina,100,0,2009-06-01
Argentina,37,0,2009-05-29
Argentina,19,0,2009-05-27
Argentina,5,0,2009-05-26
Argentina,2,0,2009-05-25
Argentina,1,0,2009-05-23
Aruba,5,0,2009-07-06
Aruba,5,0,2009-07-03
Australia,5298,10,2009-07-06
Australia,4568,9,2009-07-03
Australia,4090,7,2009-07-01
Australia,4038,7,2009-06-29
Australia,3280,3,2009-06-26
Australia,2857,2,2009-06-24
Australia,2436,1,2009-06-22
Australia,2199,0,2009-06-19
Australia,2112,0,2009-06-17
Australia,1823,0,2009-06-15
Australia,1307,0,2009-06-12
Australia,1307,0,2009-06-11
Australia,1224,0,2009-06-10
Australia,1051,0,2009-06-08
Australia,876,0,2009-06-05
Australia,501,0,2009-06-03
Australia,297,0,2009-06-01
Australia,147,0,2009-05-29
Australia,39,0,2009-05-27
Australia,19,0,2009-05-26
Australia,16,0,2009-05-25
Australia,12,0,2009-05-23
Austria,19,0,2009-07-06
Austria,15,0,2009-07-03
Austria,15,0,2009-07-01
Austria,12,0,2009-06-29
Austria,12,0,2009-06-26
Austria,12,0,2009-06-24
Austria,9,0,2009-06-22
Austria,8,0,2009-06-19
Austria,7,0,2009-06-17
Austria,7,0,2009-06-15
Austria,7,0,2009-06-12
Austria,7,0,2009-06-11
Austria,5,0,2009-06-10
Austria,5,0,2009-06-08
Austria,2,0,2009-06-05
Austria,1,0,2009-06-03
Austria,1,0,2009-06-01
Austria,1,0,2009-05-29
Austria,1,0,2009-05-27
Austria,1,0,2009-05-26
Austria,1,0,2009-05-25
Austria,1,0,2009-05-23
Bahamas,7,0,2009-07-06
Bahamas,6,0,2009-07-03
Bahamas,6,0,2009-07-01
Bahamas,4,0,2009-06-29
Bahamas,4,0,2009-06-26
Bahamas,4,0,2009-06-24
Bahamas,2,0,2009-06-22
Bahamas,2,0,2009-06-19
Bahamas,2,0,2009-06-17
Bahamas,1,0,2009-06-15
Bahamas,1,0,2009-06-12
Bahamas,1,0,2009-06-11
Bahamas,2,0,2009-06-10
Bahamas,1,0,2009-06-08
Bahamas,1,0,2009-06-05
Bahamas,1,0,2009-06-03
Bahamas,1,0,2009-06-01
Bahrain,15,0,2009-07-06
Bahrain,15,0,2009-07-03
Bahrain,15,0,2009-07-01
Bahrain,15,0,2009-06-29
Bahrain,15,0,2009-06-26
Bahrain,15,0,2009-06-24
Bahrain,15,0,2009-06-22
Bahrain,12,0,2009-06-19
Bahrain,12,0,2009-06-17
Bahrain,1,0,2009-06-15
Bahrain,1,0,2009-06-12
Bahrain,1,0,2009-06-11
Bahrain,1,0,2009-06-10
Bahrain,1,0,2009-06-08
Bahrain,1,0,2009-06-05
Bahrain,1,0,2009-06-03
Bahrain,1,0,2009-06-01
Bahrain,1,0,2009-05-29
Bahrain,1,0,2009-05-27
Bailía de Jersey,1,0,2009-06-17
Bangladesh,18,0,2009-07-06
Bangladesh,12,0,2009-07-03
Bangladesh,1,0,2009-07-01
Bangladesh,1,0,2009-06-29
Bangladesh,1,0,2009-06-26
Bangladesh,1,0,2009-06-24
Bangladesh,1,0,2009-06-22
Barbados,12,0,2009-07-06
Barbados,12,0,2009-07-03
Barbados,10,0,2009-07-01
Barbados,10,0,2009-06-29
Barbados,10,0,2009-06-26
Barbados,5,0,2009-06-24
Barbados,4,0,2009-06-22
Barbados,4,0,2009-06-19
Barbados,3,0,2009-06-17
Barbados,3,0,2009-06-15
Barbados,3,0,2009-06-12
Barbados,3,0,2009-06-11
Barbados,2,0,2009-06-10
Barbados,2,0,2009-06-08
Barbados,1,0,2009-06-05
Bélgica,54,0,2009-07-06
Bélgica,49,0,2009-07-03
Bélgica,47,0,2009-07-01
Bélgica,43,0,2009-06-29
Bélgica,36,0,2009-06-26
Bélgica,30,0,2009-06-24
Bélgica,29,0,2009-06-22
Bélgica,19,0,2009-06-19
Bélgica,19,0,2009-06-17
Bélgica,17,0,2009-06-15
Bélgica,14,0,2009-06-12
Bélgica,14,0,2009-06-11
Bélgica,14,0,2009-06-10
Bélgica,14,0,2009-06-08
Bélgica,13,0,2009-06-05
Bélgica,13,0,2009-06-03
Bélgica,12,0,2009-06-01
Bélgica,8,0,2009-05-29
Bélgica,7,0,2009-05-27
Bélgica,7,0,2009-05-26
Bélgica,7,0,2009-05-25
Bélgica,7,0,2009-05-23
Bermuda,1,0,2009-07-06
Bermuda,1,0,2009-07-03
Bermuda,1,0,2009-07-01
Bermuda,1,0,2009-06-29
Bermuda,1,0,2009-06-26
Bermuda,1,0,2009-06-24
Bermuda,1,0,2009-06-22
Bermuda,1,0,2009-06-19
Bermuda,1,0,2009-06-17
Bolivia,416,0,2009-07-06
Bolivia,283,0,2009-07-03
Bolivia,205,0,2009-07-01
Bolivia,126,0,2009-06-29
Bolivia,47,0,2009-06-26
Bolivia,44,0,2009-06-24
Bolivia,25,0,2009-06-22
Bolivia,11,0,2009-06-19
Bolivia,11,0,2009-06-17
Bolivia,7,0,2009-06-15
Bolivia,5,0,2009-06-12
Bolivia,5,0,2009-06-11
Bolivia,3,0,2009-06-10
Bolivia,3,0,2009-06-08
Bolivia,3,0,2009-06-05
Bolivia,3,0,2009-06-03
Bolivia,3,0,2009-06-01
Bosnia y Herzegovina,1,0,2009-07-06
Bosnia y Herzegovina,1,0,2009-07-03
Brasil,737,1,2009-07-06
Brasil,737,1,2009-07-03
Brasil,680,1,2009-07-01
Brasil,452,0,2009-06-29
Brasil,399,0,2009-06-26
Brasil,334,0,2009-06-24
Brasil,131,0,2009-06-22
Brasil,96,0,2009-06-19
Brasil,79,0,2009-06-17
Brasil,54,0,2009-06-15
Brasil,52,0,2009-06-12
Brasil,40,0,2009-06-11
Brasil,36,0,2009-06-10
Brasil,35,0,2009-06-08
Brasil,28,0,2009-06-05
Brasil,20,0,2009-06-03
Brasil,18,0,2009-06-01
Brasil,10,0,2009-05-29
Brasil,9,0,2009-05-27
Brasil,9,0,2009-05-26
Brasil,9,0,2009-05-25
Brasil,8,0,2009-05-23
Brunei Darussalam,124,0,2009-07-06
Brunei Darussalam,85,0,2009-07-03
Brunei Darussalam,29,0,2009-07-01
Brunei Darussalam,29,0,2009-06-29
Brunei Darussalam,11,0,2009-06-26
Brunei Darussalam,4,0,2009-06-24
Brunei Darussalam,1,0,2009-06-22
Bulgaria,10,0,2009-07-06
Bulgaria,10,0,2009-07-03
Bulgaria,10,0,2009-07-01
Bulgaria,7,0,2009-06-29
Bulgaria,7,0,2009-06-26
Bulgaria,5,0,2009-06-24
Bulgaria,2,0,2009-06-22
Bulgaria,2,0,2009-06-19
Bulgaria,2,0,2009-06-17
Bulgaria,2,0,2009-06-15
Bulgaria,2,0,2009-06-12
Bulgaria,2,0,2009-06-11
Bulgaria,2,0,2009-06-10
Bulgaria,2,0,2009-06-08
Bulgaria,1,0,2009-06-05
Bulgaria,1,0,2009-06-03
Cabo Verde,3,0,2009-07-06
Cabo Verde,3,0,2009-07-03
Cabo Verde,3,0,2009-07-01
Cabo Verde,3,0,2009-06-29
Cabo Verde,3,0,2009-06-26
Cabo Verde,3,0,2009-06-24
Cambodia,7,0,2009-07-06
Cambodia,7,0,2009-07-03
Cambodia,6,0,2009-07-01
Cambodia,6,0,2009-06-29
Cambodia,5,0,2009-06-26
Cambodia,1,0,2009-06-24
Canadá,7983,25,2009-07-06
Canadá,7983,25,2009-07-03
Canadá,7983,25,2009-07-01
Canadá,7775,21,2009-06-29
Canadá,6732,19,2009-06-26
Canadá,6457,15,2009-06-24
Canadá,5710,13,2009-06-22
Canadá,4905,12,2009-06-19
Canadá,4049,7,2009-06-17
Canadá,2978,4,2009-06-15
Canadá,2978,4,2009-06-12
Canadá,2446,4,2009-06-11
Canadá,2446,4,2009-06-10
Canadá,2115,3,2009-06-08
Canadá,1795,3,2009-06-05
Canadá,1530,2,2009-06-03
Canadá,1336,2,2009-06-01
Canadá,1118,2,2009-05-29
Canadá,921,1,2009-05-27
Canadá,921,1,2009-05-26
Canadá,805,1,2009-05-25
Canadá,719,1,2009-05-23
Chile,7376,14,2009-07-06
Chile,7376,14,2009-07-03
Chile,6211,12,2009-07-01
Chile,5186,7,2009-06-29
Chile,5186,7,2009-06-26
Chile,4315,4,2009-06-24
Chile,4315,4,2009-06-22
Chile,3125,2,2009-06-19
Chile,2335,2,2009-06-17
Chile,1694,2,2009-06-15
Chile,1694,2,2009-06-12
Chile,1694,2,2009-06-11
Chile,1694,2,2009-06-10
Chile,411,1,2009-06-08
Chile,369,1,2009-06-05
Chile,313,0,2009-06-03
Chile,250,0,2009-06-01
Chile,165,0,2009-05-29
Chile,86,0,2009-05-27
Chile,74,0,2009-05-26
Chile,44,0,2009-05-25
Chile,24,0,2009-05-23
China,2040,0,2009-07-06
China,1814,0,2009-07-03
China,1518,0,2009-07-01
China,1442,0,2009-06-29
China,1089,0,2009-06-26
China,906,0,2009-06-24
China,739,0,2009-06-22
China,519,0,2009-06-19
China,382,0,2009-06-17
China,318,0,2009-06-15
China,188,0,2009-06-12
China,174,0,2009-06-11
China,142,0,2009-06-10
China,108,0,2009-06-08
China,89,0,2009-06-05
China,69,0,2009-06-03
China,52,0,2009-06-01
China,30,0,2009-05-29
China,22,0,2009-05-27
China,20,0,2009-05-26
China,15,0,2009-05-25
China,11,0,2009-05-23
Chipre,109,0,2009-07-06
Chipre,70,0,2009-07-03
Chipre,48,0,2009-07-01
Chipre,25,0,2009-06-29
Chipre,9,0,2009-06-26
Chipre,5,0,2009-06-24
Chipre,4,0,2009-06-22
Chipre,1,0,2009-06-19
Chipre,1,0,2009-06-17
Chipre,1,0,2009-06-15
Chipre,1,0,2009-06-12
Chipre,1,0,2009-06-11
Chipre,1,0,2009-06-10
Chipre,1,0,2009-06-08
Chipre,1,0,2009-06-05
Chipre,1,0,2009-06-03
Chipre,1,0,2009-06-01
Colombia,118,2,2009-07-06
Colombia,101,2,2009-07-03
Colombia,93,2,2009-07-01
Colombia,88,2,2009-06-29
Colombia,72,2,2009-06-26
Colombia,71,2,2009-06-24
Colombia,71,2,2009-06-22
Colombia,60,1,2009-06-19
Colombia,53,1,2009-06-17
Colombia,42,1,2009-06-15
Colombia,35,1,2009-06-12
Colombia,35,1,2009-06-11
Colombia,35,0,2009-06-10
Colombia,25,0,2009-06-08
Colombia,24,0,2009-06-05
Colombia,20,0,2009-06-03
Colombia,20,0,2009-06-01
Colombia,17,0,2009-05-29
Colombia,16,0,2009-05-27
Colombia,16,0,2009-05-26
Colombia,13,0,2009-05-25
Colombia,12,0,2009-05-23
Costa de Marfil,2,0,2009-07-06
Costa de Marfil,2,0,2009-07-03
Costa de Marfil,2,0,2009-07-01
Costa de Marfil,2,0,2009-06-29
Costa de Marfil,2,0,2009-06-26
Costa de Marfil,2,0,2009-06-24
Costa Rica,277,3,2009-07-06
Costa Rica,279,2,2009-07-01
Costa Rica,255,1,2009-06-29
Costa Rica,222,1,2009-06-26
Costa Rica,189,1,2009-06-24
Costa Rica,149,1,2009-06-22
Costa Rica,149,1,2009-06-19
Costa Rica,149,1,2009-06-17
Costa Rica,104,1,2009-06-15
Costa Rica,104,1,2009-06-12
Costa Rica,104,1,2009-06-11
Costa Rica,93,1,2009-06-10
Costa Rica,68,1,2009-06-08
Costa Rica,68,1,2009-06-05
Costa Rica,50,1,2009-06-03
Costa Rica,37,1,2009-06-01
Costa Rica,33,1,2009-05-29
Costa Rica,33,1,2009-05-27
Costa Rica,33,1,2009-05-26
Costa Rica,28,1,2009-05-25
Costa Rica,20,1,2009-05-23
Costa Rica,227,2,2009-07-03
Croacia,1,0,2009-07-06
Cuba,85,0,2009-07-06
Cuba,73,0,2009-07-03
Cuba,46,0,2009-07-01
Cuba,34,0,2009-06-29
Cuba,34,0,2009-06-26
Cuba,15,0,2009-06-24
Cuba,15,0,2009-06-22
Cuba,15,0,2009-06-19
Cuba,7,0,2009-06-17
Cuba,6,0,2009-06-15
Cuba,6,0,2009-06-12
Cuba,5,0,2009-06-11
Cuba,5,0,2009-06-10
Cuba,5,0,2009-06-08
Cuba,4,0,2009-06-05
Cuba,4,0,2009-06-03
Cuba,4,0,2009-06-01
Cuba,4,0,2009-05-29
Cuba,4,0,2009-05-27
Cuba,4,0,2009-05-26
Cuba,4,0,2009-05-25
Cuba,4,0,2009-05-23
Curaçao,1,0,2009-06-17
Curaçao,8,0,2009-07-06
Curaçao,8,0,2009-07-03
Curaçao,7,0,2009-07-01
Curaçao,3,0,2009-06-29
Curaçao,3,0,2009-06-26
Curaçao,3,0,2009-06-24
Curaçao,3,0,2009-06-19
Curaçao,3,0,2009-06-22
Dinamarca,66,0,2009-07-06
Dinamarca,63,0,2009-07-03
Dinamarca,55,0,2009-07-01
Dinamarca,44,0,2009-06-29
Dinamarca,41,0,2009-06-26
Dinamarca,34,0,2009-06-24
Dinamarca,23,0,2009-06-22
Dinamarca,22,0,2009-06-19
Dinamarca,15,0,2009-06-17
Dinamarca,12,0,2009-06-15
Dinamarca,11,0,2009-06-12
Dinamarca,10,0,2009-06-11
Dinamarca,8,0,2009-06-10
Dinamarca,7,0,2009-06-08
Dinamarca,4,0,2009-06-05
Dinamarca,1,0,2009-06-03
Dinamarca,1,0,2009-06-01
Dinamarca,1,0,2009-05-29
Dinamarca,1,0,2009-05-27
Dinamarca,1,0,2009-05-26
Dinamarca,1,0,2009-05-25
Dinamarca,1,0,2009-05-23
Dominica,1,0,2009-07-06
Dominica,1,0,2009-07-03
Dominica,1,0,2009-07-01
Dominica,1,0,2009-06-29
Dominica,1,0,2009-06-26
Dominica,1,0,2009-06-24
Dominica,1,0,2009-06-22
Dominica,1,0,2009-06-19
Dominica,1,0,2009-06-17
Dominica,1,0,2009-06-15
Dominica,1,0,2009-06-12
Dominica,1,0,2009-06-11
Dominica,1,0,2009-06-10
Dominica,1,0,2009-06-08
Ecuador,204,0,2009-07-06
Ecuador,163,0,2009-07-03
Ecuador,163,0,2009-07-01
Ecuador,125,0,2009-06-29
Ecuador,125,0,2009-06-26
Ecuador,115,0,2009-06-24
Ecuador,95,0,2009-06-22
Ecuador,86,0,2009-06-19
Ecuador,86,0,2009-06-17
Ecuador,80,0,2009-06-15
Ecuador,67,0,2009-06-12
Ecuador,67,0,2009-06-11
Ecuador,60,0,2009-06-10
Ecuador,60,0,2009-06-08
Ecuador,43,0,2009-06-05
Ecuador,39,0,2009-06-03
Ecuador,39,0,2009-06-01
Ecuador,32,0,2009-05-29
Ecuador,28,0,2009-05-27
Ecuador,24,0,2009-05-26
Ecuador,10,0,2009-05-25
Ecuador,8,0,2009-05-23
Egipto,78,0,2009-07-06
Egipto,67,0,2009-07-03
Egipto,67,0,2009-07-01
Egipto,50,0,2009-06-29
Egipto,43,0,2009-06-26
Egipto,40,0,2009-06-24
Egipto,39,0,2009-06-22
Egipto,29,0,2009-06-19
Egipto,26,0,2009-06-17
Egipto,18,0,2009-06-15
Egipto,10,0,2009-06-12
Egipto,10,0,2009-06-11
Egipto,8,0,2009-06-10
Egipto,1,0,2009-06-08
Egipto,1,0,2009-06-05
Egipto,1,0,2009-06-03
El Salvador,319,0,2009-07-06
El Salvador,253,0,2009-07-03
El Salvador,226,0,2009-07-01
El Salvador,226,0,2009-06-29
El Salvador,160,0,2009-06-26
El Salvador,160,0,2009-06-24
El Salvador,160,0,2009-06-22
El Salvador,160,0,2009-06-19
El Salvador,125,0,2009-06-17
El Salvador,95,0,2009-06-15
El Salvador,69,0,2009-06-12
El Salvador,69,0,2009-06-11
El Salvador,69,0,2009-06-10
El Salvador,69,0,2009-06-08
El Salvador,49,0,2009-06-05
El Salvador,41,0,2009-06-03
El Salvador,27,0,2009-06-01
El Salvador,11,0,2009-05-29
El Salvador,11,0,2009-05-27
El Salvador,6,0,2009-05-26
El Salvador,6,0,2009-05-25
El Salvador,6,0,2009-05-23
Emiratos Árabes Unidos,8,0,2009-07-06
Emiratos Árabes Unidos,8,0,2009-07-03
Emiratos Árabes Unidos,8,0,2009-07-01
Emiratos Árabes Unidos,8,0,2009-06-29
Emiratos Árabes Unidos,7,0,2009-06-26
Emiratos Árabes Unidos,2,0,2009-06-24
Emiratos Árabes Unidos,2,0,2009-06-22
Emiratos Árabes Unidos,2,0,2009-06-19
Emiratos Árabes Unidos,1,0,2009-06-17
Emiratos Árabes Unidos,1,0,2009-06-15
Emiratos Árabes Unidos,1,0,2009-06-12
Emiratos Árabes Unidos,1,0,2009-06-11
Emiratos Árabes Unidos,1,0,2009-06-10
Emiratos Árabes Unidos,1,0,2009-06-08
Eslovaquia,18,0,2009-07-06
Eslovaquia,18,0,2009-07-03
Eslovaquia,13,0,2009-07-01
Eslovaquia,9,0,2009-06-29
Eslovaquia,7,0,2009-06-26
Eslovaquia,4,0,2009-06-24
Eslovaquia,3,0,2009-06-22
Eslovaquia,3,0,2009-06-19
Eslovaquia,3,0,2009-06-17
Eslovaquia,3,0,2009-06-15
Eslovaquia,3,0,2009-06-12
Eslovaquia,3,0,2009-06-11
Eslovaquia,3,0,2009-06-10
Eslovaquia,3,0,2009-06-08
Eslovaquia,3,0,2009-06-05
Eslovaquia,2,0,2009-06-03
Eslovaquia,2,0,2009-06-01
Eslovaquia,1,0,2009-05-29
Eslovenia,14,0,2009-07-06
Eslovenia,5,0,2009-07-03
Eslovenia,4,0,2009-07-01
Eslovenia,4,0,2009-06-29
Eslovenia,3,0,2009-06-26
Eslovenia,1,0,2009-06-24
Eslovenia,1,0,2009-06-22
España,776,1,2009-07-06
España,760,1,2009-07-03
España,717,1,2009-07-01
España,541,0,2009-06-29
España,541,0,2009-06-26
España,539,0,2009-06-24
España,522,0,2009-06-22
España,512,0,2009-06-19
España,499,0,2009-06-17
España,488,0,2009-06-15
España,488,0,2009-06-12
España,357,0,2009-06-11
España,331,0,2009-06-10
España,291,0,2009-06-08
España,218,0,2009-06-05
España,180,0,2009-06-03
España,178,0,2009-06-01
España,143,0,2009-05-29
España,138,0,2009-05-27
España,136,0,2009-05-26
España,133,0,2009-05-25
España,126,0,2009-05-23
Estados Unidos,33902,170,2009-07-06
Estados Unidos,33902,170,2009-07-03
Estados Unidos,27717,127,2009-07-01
Estados Unidos,27717,127,2009-06-29
Estados Unidos,21449,87,2009-06-26
Estados Unidos,21449,87,2009-06-24
Estados Unidos,21449,87,2009-06-22
Estados Unidos,17855,44,2009-06-19
Estados Unidos,17855,45,2009-06-15
Estados Unidos,13217,27,2009-06-12
Estados Unidos,13217,27,2009-06-11
Estados Unidos,13217,27,2009-06-10
Estados Unidos,13217,27,2009-06-08
Estados Unidos,11054,17,2009-06-05
Estados Unidos,10053,17,2009-06-03
Estados Unidos,8975,15,2009-06-01
Estados Unidos,7927,11,2009-05-29
Estados Unidos,6764,10,2009-05-27
Estados Unidos,6764,10,2009-05-26
Estados Unidos,6552,9,2009-05-25
Estados Unidos,6552,9,2009-05-23
Estados Unidos,17855,44,2009-06-17
Estonia,13,0,2009-07-06
Estonia,13,0,2009-07-03
Estonia,13,0,2009-07-01
Estonia,13,0,2009-06-29
Estonia,8,0,2009-06-26
Estonia,5,0,2009-06-24
Estonia,5,0,2009-06-22
Estonia,5,0,2009-06-19
Estonia,4,0,2009-06-17
Estonia,4,0,2009-06-15
Estonia,4,0,2009-06-12
Estonia,4,0,2009-06-11
Estonia,4,0,2009-06-10
Estonia,3,0,2009-06-08
Estonia,3,0,2009-06-05
Estonia,1,0,2009-06-03
Estonia,1,0,2009-06-01
Etiopía,3,0,2009-07-06
Etiopía,3,0,2009-07-03
Etiopía,2,0,2009-07-01
Etiopía,2,0,2009-06-29
Etiopía,2,0,2009-06-26
Etiopía,2,0,2009-06-24
Fiji,2,0,2009-07-06
Fiji,2,0,2009-07-03
Fiji,2,0,2009-07-01
Fiji,2,0,2009-06-29
Fiji,2,0,2009-06-26
Fiji,2,0,2009-06-24
Fiji,1,0,2009-06-22
Filipinas,1709,1,2009-07-06
Filipinas,1709,1,2009-07-03
Filipinas,861,1,2009-07-01
Filipinas,861,1,2009-06-29
Filipinas,445,1,2009-06-26
Filipinas,445,1,2009-06-24
Filipinas,344,0,2009-06-22
Filipinas,311,0,2009-06-19
Filipinas,193,0,2009-06-17
Filipinas,77,0,2009-06-15
Filipinas,77,0,2009-06-12
Filipinas,77,0,2009-06-11
Filipinas,54,0,2009-06-10
Filipinas,33,0,2009-06-08
Filipinas,29,0,2009-06-05
Filipinas,16,0,2009-06-03
Filipinas,16,0,2009-06-01
Filipinas,6,0,2009-05-29
Filipinas,2,0,2009-05-27
Filipinas,2,0,2009-05-26
Filipinas,1,0,2009-05-25
Filipinas,1,0,2009-05-23
Finlandia,47,0,2009-07-06
Finlandia,43,0,2009-07-03
Finlandia,26,0,2009-07-01
Finlandia,26,0,2009-06-29
Finlandia,26,0,2009-06-26
Finlandia,26,0,2009-06-24
Finlandia,13,0,2009-06-22
Finlandia,13,0,2009-06-19
Finlandia,12,0,2009-06-17
Finlandia,4,0,2009-06-15
Finlandia,4,0,2009-06-12
Finlandia,4,0,2009-06-11
Finlandia,4,0,2009-06-10
Finlandia,4,0,2009-06-08
Finlandia,4,0,2009-06-05
Finlandia,4,0,2009-06-03
Finlandia,3,0,2009-06-01
Finlandia,3,0,2009-05-29
Finlandia,2,0,2009-05-27
Finlandia,2,0,2009-05-26
Finlandia,2,0,2009-05-25
Finlandia,2,0,2009-05-23
Francia,310,0,2009-07-06
Francia,300,0,2009-07-03
Francia,277,0,2009-07-01
Francia,235,0,2009-06-29
Francia,191,0,2009-06-26
Francia,171,0,2009-06-24
Francia,147,0,2009-06-22
Francia,131,0,2009-06-19
Francia,118,0,2009-06-17
Francia,80,0,2009-06-15
Francia,73,0,2009-06-12
Francia,73,0,2009-06-11
Francia,71,0,2009-06-10
Francia,58,0,2009-06-08
Francia,47,0,2009-06-05
Francia,26,0,2009-06-03
Francia,24,0,2009-06-01
Francia,21,0,2009-05-29
Francia,16,0,2009-05-27
Francia,16,0,2009-05-26
Francia,16,0,2009-05-25
Francia,16,0,2009-05-23
Grecia,151,0,2009-07-06
Grecia,109,0,2009-07-03
Grecia,92,0,2009-07-01
Grecia,86,0,2009-06-29
Grecia,73,0,2009-06-26
Grecia,58,0,2009-06-24
Grecia,48,0,2009-06-22
Grecia,31,0,2009-06-19
Grecia,23,0,2009-06-17
Grecia,19,0,2009-06-15
Grecia,7,0,2009-06-12
Grecia,7,0,2009-06-11
Grecia,5,0,2009-06-10
Grecia,5,0,2009-06-08
Grecia,5,0,2009-06-05
Grecia,5,0,2009-06-03
Grecia,4,0,2009-06-01
Grecia,3,0,2009-05-29
Grecia,1,0,2009-05-27
Grecia,1,0,2009-05-26
Grecia,1,0,2009-05-25
Grecia,1,0,2009-05-23
Guadaloupe,2,0,2009-07-06
Guatemala,128,1,2009-06-17
Guatemala,119,1,2009-06-15
Guatemala,74,1,2009-06-12
Guatemala,60,0,2009-06-11
Guatemala,60,0,2009-06-10
Guatemala,30,0,2009-06-08
Guatemala,23,0,2009-06-05
Guatemala,14,0,2009-06-03
Guatemala,5,0,2009-05-29
Guatemala,4,0,2009-05-26
Guatemala,4,0,2009-05-25
Guatemala,4,0,2009-05-23
Guatemala,286,2,2009-07-06
Guatemala,254,2,2009-07-03
Guatemala,254,2,2009-07-01
Guatemala,254,2,2009-06-29
Guatemala,254,2,2009-06-26
Guatemala,235,1,2009-06-24
Guatemala,208,1,2009-06-22
Guatemala,153,1,2009-06-19
Guatemala,12,0,2009-06-01
Guatemala,5,0,2009-05-27
Guernsey,5,0,2009-07-06
Guernsey,5,0,2009-07-03
Guernsey,5,0,2009-07-01
Guernsey,1,0,2009-06-29
Guernsey,1,0,2009-06-26
Guyana,2,0,2009-07-06
Honduras,123,1,2009-07-06
Honduras,123,1,2009-07-03
Honduras,118,1,2009-07-01
Honduras,118,1,2009-06-29
Honduras,118,1,2009-06-26
Honduras,118,0,2009-06-24
Honduras,108,0,2009-06-22
Honduras,108,0,2009-06-19
Honduras,100,0,2009-06-17
Honduras,89,0,2009-06-15
Honduras,89,0,2009-06-12
Honduras,89,0,2009-06-11
Honduras,89,0,2009-06-10
Honduras,34,0,2009-06-08
Honduras,34,0,2009-06-05
Honduras,2,0,2009-06-03
Honduras,2,0,2009-06-01
Honduras,1,0,2009-05-29
Honduras,1,0,2009-05-27
Honduras,1,0,2009-05-26
Honduras,1,0,2009-05-25
Hungría,11,0,2009-07-06
Hungría,11,0,2009-07-03
Hungría,10,0,2009-07-01
Hungría,8,0,2009-06-29
Hungría,8,0,2009-06-26
Hungría,7,0,2009-06-24
Hungría,7,0,2009-06-22
Hungría,7,0,2009-06-19
Hungría,4,0,2009-06-17
Hungría,4,0,2009-06-15
Hungría,4,0,2009-06-12
Hungría,4,0,2009-06-11
Hungría,3,0,2009-06-10
Hungría,3,0,2009-06-08
Hungría,3,0,2009-06-05
Hungría,1,0,2009-06-03
Hungría,1,0,2009-06-01
India,129,0,2009-07-06
India,104,0,2009-07-03
India,104,0,2009-07-01
India,64,0,2009-06-29
India,64,0,2009-06-26
India,64,0,2009-06-24
India,44,0,2009-06-22
India,30,0,2009-06-19
India,30,0,2009-06-17
India,16,0,2009-06-15
India,9,0,2009-06-12
India,9,0,2009-06-11
India,4,0,2009-06-10
India,4,0,2009-06-08
India,4,0,2009-06-05
India,1,0,2009-06-03
India,1,0,2009-06-01
India,1,0,2009-05-29
India,1,0,2009-05-27
India,1,0,2009-05-26
India,1,0,2009-05-25
India,1,0,2009-05-23
