id,descripcion,id_anfitrion,nombre_anfitrion,anfitrion_desde,superanfitrion,barrio,latitud,longitud,tipo_alojamiento,huespedes,politica_cancelacion
137017,Soho Sunset studio  with amazing views.,319901,Ralf,2010-12-15,TRUE,Palermo,-34.58286,-58.42388,Alojamiento entero,2,moderate
138690,Art Studio Hidden in the Quietest part of Recoleta,676972,Fabiana,2011-06-07,FALSE,Recoleta,-34.59092,-58.39503,Alojamiento entero,2,strict_14_with_grace_period
140142,Great 2 Bedroom/2 Bath (R5) Recoleta!,530261,Luciano,2011-04-23,FALSE,Recoleta,-34.59327,-58.39631,Alojamiento entero,5,strict_14_with_grace_period
140271,"Boedo, quiet wooded neighborhood",683383,Lorena,2011-06-09,FALSE,Boedo,-34.6317,-58.41718,Habitación privada,1,flexible
143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,2011-04-10,FALSE,Balvanera,-34.60735,-58.4029,Habitación privada,1,moderate
143211,Nice and bright studio in Recoleta,695054,Patricia,2011-06-13,FALSE,Recoleta,-34.58769,-58.3999,Alojamiento entero,2,flexible
143663,Apartement Buenos Aires,696693,Marcela,2011-06-13,FALSE,Monserrat,-34.61297,-58.38701,Alojamiento entero,2,moderate
144192,Beautiful apartment in Buenos Aires,698994,Ruben,2011-06-13,FALSE,Nueva Pompeya,-34.64889,-58.40792,Habitación privada,2,flexible
144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,2010-12-15,TRUE,Recoleta,-34.59468,-58.40493,Alojamiento entero,2,moderate
146648,❤  Large  Sunset View Studio with balcony❤11 floor,319901,Ralf,2010-12-15,TRUE,Recoleta,-34.59435,-58.40521,Alojamiento entero,2,moderate
