anio	anfitrion	partidos_crudo
1998	france	(59)  4 July    Germany       0-3    Croatia           @ Stade Gerland, Lyon
1998	france	(60)  4 July    Netherlands   2-1    Argentina     @ Stade Vélodrome, Marseille
1998	france	(61)  7 July  Brazil    4-2pen 1-1aet 1-1    Netherlands   @ Stade Vélodrome, Marseille
1998	france	(62)  8 July  France    2-1    Croatia    @ Stade de France, Saint-Denis
1998	france	(63) 11 July Netherlands    1-2    Croatia   @ Parc des Princes, Paris
1998	france	(64) 12 July   Brazil       0-3    France   @ Stade de France, Saint-Denis
2002	south-korea-n-japan	(1)  31 May   France     0-1    Senegal   @ Seoul World Cup Stadium, Seoul
2002	south-korea-n-japan	(3)   1 June   Uruguay    1-2    Denmark   @ Munsu Cup Stadium, Ulsan
2002	south-korea-n-japan	(18)  6 June   France     0-0    Uruguay   @ Asiad Main Stadium, Busan
2002	south-korea-n-japan	(19)  6 June   Denmark    1-1    Senegal   @ Daegu World Cup Stadium, Daegu
2002	south-korea-n-japan	(33) 11 June  Denmark    2-0    France    @ Incheon Munhak Stadium, Incheon
2002	south-korea-n-japan	(34) 11 June  Senegal    3-3    Uruguay   @ Suwon World Cup Stadium, Suwon
2002	south-korea-n-japan	(6)  2 June   Paraguay        2-2    South Africa   @ Asiad Main Stadium, Busan
2002	south-korea-n-japan	(8)  2 June   Spain           3-1    Slovenia  @ Gwangju World Cup Stadium, Gwangju
2002	south-korea-n-japan	(22) 7 June   Spain           3-1    Paraguay  @ Jeonju World Cup Stadium, Jeonju
2002	south-korea-n-japan	(24) 8 June   South Africa    1-0    Slovenia  @ Daegu World Cup Stadium, Daegu
2002	south-korea-n-japan	(39) 12 June  South Africa    2-3    Spain   @ Daejeon World Cup Stadium, Daejeon
2002	south-korea-n-japan	(40) 12 June  Slovenia        1-3    Paraguay   @ Jeju World Cup Stadium, Jeju
2002	south-korea-n-japan	(10)  3 June   Brazil        2-1    Turkey   @ Munsu Cup Stadium, Ulsan
2002	south-korea-n-japan	(12)  4 June   China         0-2    Costa Rica   @ Gwangju World Cup Stadium, Gwangju
2002	south-korea-n-japan	(26)  8 June   Brazil        4-0    China   @ Jeju World Cup Stadium, Jeju
2002	south-korea-n-japan	(28)  9 June   Costa Rica    1-1    Turkey   @ Incheon Munhak Stadium, Incheon
2002	south-korea-n-japan	(41) 13 June  Costa Rica    2-5    Brazil   @ Suwon World Cup Stadium, Suwon
2002	south-korea-n-japan	(42) 13 June  Turkey        3-0    China   @ Seoul World Cup Stadium, Seoul
2002	south-korea-n-japan	(14)  4 June   South Korea    2-0    Poland   @ Asiad Main Stadium, Busan
2002	south-korea-n-japan	(16)  5 June   United States  3-2    Portugal   @ Suwon World Cup Stadium, Suwon
2002	south-korea-n-japan	(30) 10 June   South Korea    1-1    United States   @ Daegu World Cup Stadium, Daegu
2002	south-korea-n-japan	(32) 10 June   Portugal       4-0    Poland   @ Jeonju World Cup Stadium, Jeonju
2002	south-korea-n-japan	(47) 14 June   Portugal       0-1    South Korea   @ Incheon Munhak Stadium, Incheon
2002	south-korea-n-japan	(48) 14 June   Poland         3-1    United States   @ Daejeon World Cup Stadium, Daejeon
2002	south-korea-n-japan	(2)   1 June   Ireland         1-1    Cameroon   @ Niigata Stadium, Niigata
2002	south-korea-n-japan	(4)   1 June   Germany         8-0    Saudi Arabia   @ Sapporo Dome, Sapporo
2002	south-korea-n-japan	(17)  5 June   Germany         1-1    Republic of Ireland   @ Kashima Soccer Stadium, Ibaraki
2002	south-korea-n-japan	(19)  6 June   Cameroon        1-0    Saudi Arabia   @ Saitama Stadium, Saitama
2002	south-korea-n-japan	(35) 11 June   Cameroon        0-2    Germany   @ Shizuoka Stadium, Shizuoka
2002	south-korea-n-japan	(36) 11 June   Saudi Arabia    0-3    Ireland   @ International Stadium Yokohama, Yokohama
2002	south-korea-n-japan	(5)   2 June   England      1-1    Sweden   @ Saitama Stadium, Saitama
2002	south-korea-n-japan	(7)   2 June   Argentina    1-0    Nigeria   @ Kashima Soccer Stadium, Ibaraki
2002	south-korea-n-japan	(21)  7 June   Sweden       2-1    Nigeria   @ Kobe Wing Stadium, Kobe
2002	south-korea-n-japan	(23)  7 June   Argentina    0-1    England   @ Sapporo Dome, Sapporo
2002	south-korea-n-japan	(37) 12 June   Sweden       1-1    Argentina   @ Miyagi Stadium, Miyagi
2002	south-korea-n-japan	(38) 12 June   Nigeria      0-0    England   @ Nagai Stadium, Osaka
2002	south-korea-n-japan	(9)   3 June    Croatia    0-1    Mexico    @ Niigata Stadium, Niigata
2002	south-korea-n-japan	(11)  3 June    Italy      2-0    Ecuador   @ Sapporo Dome, Sapporo
2002	south-korea-n-japan	(25)  8 June    Italy      1-2    Croatia   @ Kashima Soccer Stadium, Ibaraki
2002	south-korea-n-japan	(27)  9 June    Mexico     2-1    Ecuador   @ Miyagi Stadium, Miyagi
2002	south-korea-n-japan	(43) 13 June    Mexico     1-1    Italy     @ Ōita Stadium, Ōita
2002	south-korea-n-japan	(44) 13 June    Ecuador    1-0    Croatia   @ International Stadium Yokohama, Yokohama
2002	south-korea-n-japan	(13)  4 June    Japan       2-2    Belgium   @ Saitama Stadium, Saitama
2002	south-korea-n-japan	(15)  5 June    Russia      2-0    Tunisia   @ Kobe Wing Stadium, Kobe
2002	south-korea-n-japan	(29)  9 June    Japan       1-0    Russia    @ International Stadium Yokohama, Yokohama
2002	south-korea-n-japan	(31) 10 June    Tunisia     1-1    Belgium   @ Ōita Stadium, Ōita
2002	south-korea-n-japan	(45) 14 June    Tunisia     0-2    Japan     @ Nagai Stadium, Osaka
2002	south-korea-n-japan	(46) 14 June    Belgium     3-2    Russia    @ Shizuoka Stadium, Shizuoka
2002	south-korea-n-japan	(49) 15 June   Germany    1-0    Paraguay   @ Jeju World Cup Stadium, Jeju
2002	south-korea-n-japan	(50) 15 June   Denmark    0-3    England    @ Niigata Stadium, Niigata
2002	south-korea-n-japan	(51) 16 June   Sweden    1-2 aet 1-1  Senegal  @ Ōita Stadium, Ōita
2002	south-korea-n-japan	(52) 16 June   Spain     3-2pen 1-1aet 1-1   Ireland  @ Suwon World Cup Stadium, Suwon
2002	south-korea-n-japan	(53) 17 June   Mexico    0-2    United States  @ Jeonju World Cup Stadium, Jeonju
2002	south-korea-n-japan	(54) 17 June   Brazil    2-0    Belgium        @ Kobe Wing Stadium, Kobe
2002	south-korea-n-japan	(55) 18 June   Japan     0-1    Turkey         @ Miyagi Stadium, Miyagi
2002	south-korea-n-japan	(56) 18 June   South Korea    2-1aet 1-1    Italy   @ Daejeon World Cup Stadium, Daejeon
2002	south-korea-n-japan	(57) 21 June   England    1-2    Brazil    @ Shizuoka Stadium, Shizuoka
2002	south-korea-n-japan	(58) 21 June   Germany    1-0    United States   @ Munsu Cup Stadium, Ulsan
2002	south-korea-n-japan	(59) 22 June   Spain    3-5pen 0-0aet 0-0    South Korea  @ Gwangju World Cup Stadium, Gwangju
2002	south-korea-n-japan	(60) 22 June   Senegal    0-1aet 0-0   Turkey    @ Nagai Stadium, Osaka
2002	south-korea-n-japan	(61) 25 June   Germany    1-0    South Korea   @ Seoul World Cup Stadium, Seoul
2002	south-korea-n-japan	(62) 26 June   Brazil    1-0    Turkey        @ Saitama Stadium, Saitama
2002	south-korea-n-japan	(63) 29 June   South Korea    2-3    Turkey    @ Daegu World Cup Stadium, Daegu
2002	south-korea-n-japan	(64) 30 June   Germany    0-2    Brazil        @ International Stadium Yokohama, Yokohama
2006	germany	(1)  Fri Jun/9     Germany     4-2 (2-1)  Costa Rica   @ Allianz Arena, München
2006	germany	(2)  Fri Jun/9     Poland      0-2 (0-1)  Ecuador      @ Veltins-Arena, Gelsenkirchen
2006	germany	(17)  Wed Jun/14   Germany     1-0 (0-0)  Poland       @ Signal Iduna Park, Dortmund
2006	germany	(18)  Thu Jun/15   Ecuador     3-0 (1-0)  Costa Rica   @ AOL Arena, Hamburg
2006	germany	(33)  Tue Jun/20   Ecuador     0-3 (0-2)  Germany      @ Olympiastadion, Berlin
2006	germany	(34)  Tue Jun/20   Costa Rica  1-2 (1-1)  Poland       @ AWD-Arena, Hannover
2006	germany	(3)  Sat Jun/10    England  1-0 (1-0)  Paraguay          @ Commerzbank-Arena, Frankfurt
2006	germany	(4)  Sat Jun/10    Trinidad and Tobago  0-0  Sweden      @ Signal Iduna Park, Dortmund
2006	germany	(19)  Thu Jun/15   England   2-0 (0-0)  Trinidad and Tobago  @ Frankenstadion, Nürnberg
2006	germany	(20)  Thu Jun/15   Sweden    1-0 (0-0)  Paraguay             @ Olympiastadion, Berlin
2006	germany	(35)  Tue Jun/20   Sweden    2-2 (0-1)  England               @ RheinEnergieStadion, Köln
2006	germany	(36)  Tue Jun/20   Paraguay  2-0 (1-0)  Trinidad and Tobago   @ Fritz-Walter-Stadion, Kaiserslautern
2006	germany	(5)  Sat Jun/10    Argentina  2-1 (2-0)  Côte d'Ivoire         @ AOL Arena, Hamburg
2006	germany	(6)  Sun Jun/11    Serbia and Montenegro  0-1 (0-1)  Netherlands  @ Zentralstadion, Leipzig
2006	germany	(21)  Fri Jun/16   Argentina  6-0 (3-0)  Serbia and Montenegro     @ Veltins-Arena, Gelsenkirchen
2006	germany	(22)  Fri Jun/16   Netherlands  2-1 (2-1)  Côte d'Ivoire           @ Gottlieb-Daimler-Stadion, Stuttgart
2006	germany	(37)  Wed Jun/21   Netherlands  0-0  Argentina                       @ Commerzbank-Arena, Frankfurt
2006	germany	(38)  Wed Jun/21   Côte d'Ivoire  3-2 (1-2)  Serbia and Montenegro   @ Allianz Arena, München
2006	germany	(7)  Sun Jun/11     Mexico    3-1 (1-1)  Iran        @ Frankenstadion, Nürnberg
2006	germany	(8)  Sun Jun/11     Angola    0-1 (0-1)  Portugal    @ RheinEnergieStadion, Köln
2006	germany	(23)  Fri Jun/16    Mexico    0-0        Angola      @ AWD-Arena, Hannover
2006	germany	(24)  Sat Jun/17    Portugal  2-0 (0-0)  Iran        @ Commerzbank-Arena, Frankfurt
2006	germany	(39)  Wed Jun/21    Portugal  2-1 (2-1)  Mexico      @ Veltins-Arena, Gelsenkirchen
2006	germany	(40)  Wed Jun/21    Iran      1-1 (0-0)  Angola      @ Zentralstadion, Leipzig
2006	germany	(9)  Mon Jun/12    Italy           2-0 (1-0)  Ghana           @ AWD-Arena, Hannover
2006	germany	(10) Mon Jun/12    United States   0-3 (0-2)  Czech Republic  @ Veltins-Arena, Gelsenkirchen
2006	germany	(25) Sat Jun/17    Italy           1-1 (1-1)  United States    @ Fritz-Walter-Stadion, Kaiserslautern
2006	germany	(26) Sat Jun/17    Czech Republic  0-2 (0-1)  Ghana            @ RheinEnergieStadion, Köln
2006	germany	(41) Thu Jun/22    Czech Republic  0-2 (0-1)  Italy            @ AOL Arena, Hamburg
2006	germany	(42) Thu Jun/22    Ghana           2-1 (2-1)  United States    @ Frankenstadion, Nürnberg
2006	germany	(11)  Tue Jun/13    Brazil     1-0 (1-0)  Croatia       @ Olympiastadion, Berlin
2006	germany	(12)  Mon Jun/12    Australia  3-1 (0-1)  Japan         @ Fritz-Walter-Stadion, Kaiserslautern
2006	germany	(27)  Sun Jun/18    Brazil     2-0 (0-0)  Australia     @ Allianz Arena, München
2006	germany	(28)  Sun Jun/18    Japan      0-0        Croatia       @ Frankenstadion, Nürnberg
2006	germany	(43)  Thu Jun/22    Japan      1-4 (1-1)  Brazil        @ Signal Iduna Park, Dortmund
2006	germany	(44)  Thu Jun/22    Croatia    2-2 (1-1)  Australia     @ Gottlieb-Daimler-Stadion, Stuttgart
2006	germany	(13)  Tue Jun/13    France          0-0        Switzerland     @ Gottlieb-Daimler-Stadion, Stuttgart
2006	germany	(14)  Tue Jun/13    South Korea     2-1 (0-1)  Togo            @ Commerzbank-Arena, Frankfurt
2006	germany	(29)  Sun Jun/18    France          1-1 (1-0)  South Korea     @ Zentralstadion, Leipzig
2006	germany	(30)  Mon Jun/19    Togo            0-2 (0-1)  Switzerland     @ Signal Iduna Park, Dortmund
2006	germany	(45)  Fri Jun/23    Togo            0-2 (0-0)  France          @ RheinEnergieStadion, Köln
2006	germany	(46)  Fri Jun/23    Switzerland     2-0 (1-0)  South Korea     @ AWD-Arena, Hannover
2006	germany	(15)  Wed Jun/14    Spain         4-0 (2-0)  Ukraine         @ Zentralstadion, Leipzig
2006	germany	(16)  Wed Jun/14    Tunisia       2-2 (1-0)  Saudi Arabia    @ Allianz Arena, München
2006	germany	(31)  Mon Jun/19    Spain         3-1 (0-1)  Tunisia        @ Gottlieb-Daimler-Stadion, Stuttgart
2006	germany	(32)  Mon Jun/19    Saudi Arabia  0-4 (0-2)  Ukraine        @ AOL Arena, Hamburg
2006	germany	(47)  Fri Jun/23    Saudi Arabia  0-1 (0-1)  Spain         @ Fritz-Walter-Stadion, Kaiserslautern
2006	germany	(48)  Fri Jun/23    Ukraine       1-0 (0-0)  Tunisia       @ Olympiastadion, Berlin
2006	germany	(49)  Sat Jun/24    Germany      2-0 (2-0)  Sweden          @ Allianz Arena, München
2006	germany	(50)  Sat Jun/24    Argentina    2-1nV (1-1, 1-1)  Mexico   @ Zentralstadion, Leipzig
2006	germany	(51)  Sun Jun/25    England      1-0 (0-0)  Ecuador         @ Gottlieb-Daimler-Stadion, Stuttgart
2006	germany	(52)  Sun Jun/25    Portugal     1-0 (1-0)  Netherlands     @ Frankenstadion, Nürnberg
2006	germany	(53)  Mon Jun/26    Italy        1-0 (0-0)  Australia       @ Fritz-Walter-Stadion, Kaiserslautern
2006	germany	(54)  Mon Jun/26    Switzerland  0-3iE 0-0nV 0-0   Ukraine  @ RheinEnergieStadion, Köln
2006	germany	(55)  Tue Jun/27    Brazil       3-0 (2-0)  Ghana           @ Signal Iduna Park, Dortmund
2006	germany	(56)  Tue Jun/27    Spain        1-3 (1-1)  France          @ AWD-Arena, Hannover
2006	germany	(57)  Fri Jun/30    Germany  4-2iE 1-1nV (1-1, 0-0)  Argentina   @ Olympiastadion, Berlin
2006	germany	(58)  Fri Jun/30    Italy    3-0 (1-0)  Ukraine                  @ AOL Arena, Hamburg
2006	germany	(59)  Sat Jul/1     England   1-3iE 0-0nV 0-0  Portugal          @ Veltins-Arena, Gelsenkirchen
2006	germany	(60)  Sat Jul/1     Brazil    0-1 (0-0)  France                  @ Commerzbank-Arena, Frankfurt
2006	germany	(61)  Tue Jul/4    Germany   0-2nV  0-0  Italy              @ Signal Iduna Park, Dortmund
2006	germany	(62)  Wed Jul/5    Portugal  0-1 (0-1)  France         @ Allianz Arena, München
2006	germany	(63)  Sat Jul/8    Germany  3-1 (0-0)  Portugal         @ Gottlieb-Daimler-Stadion, Stuttgart
2006	germany	(64)  Sun Jul/9    Italy  5-3iE 1-1nV (1-1, 1-1)   France      @ Olympiastadion, Berlin
2010	south-africa	(1) Fri Jun/11 16:00    South Africa  1-1  Mexico      @ Soccer City, Johannesburg
2010	south-africa	(2) Fri Jun/11 20:30    Uruguay       0-0  France      @ Cape Town Stadium, Cape Town
2010	south-africa	(17) Wed Jun/16 20:30    South Africa  0-3  Uruguay    @ Loftus Versfeld Stadium, Pretoria
2010	south-africa	(18) Thu Jun/17 20:30    France        0-2  Mexico     @ Peter Mokaba Stadium, Polokwane
2010	south-africa	(33) Tue Jun/22 16:00    Mexico        0-1  Uruguay        @ Royal Bafokeng Stadium, Rustenburg
2010	south-africa	(34) Tue Jun/22 16:00    France        1-2  South Africa   @ Free State Stadium, Bloemfontein
2010	south-africa	(4) Sat Jun/12 13:30    South Korea     2-0  Greece       @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(3) Sat Jun/12 16:00    Argentina       1-0  Nigeria      @ Ellis Park Stadium, Johannesburg
2010	south-africa	(20) Thu Jun/17 13:30    Argentina      4-1  South Korea   @ Soccer City, Johannesburg
2010	south-africa	(19) Thu Jun/17 16:00    Greece         2-1  Nigeria       @ Free State Stadium, Bloemfontein
2010	south-africa	(35) Tue Jun/22 20:30    Nigeria        2-2  South Korea   @ Moses Mabhida Stadium, Durban
2010	south-africa	(36) Tue Jun/22 20:30    Greece         0-2  Argentina     @ Peter Mokaba Stadium, Polokwane
2010	south-africa	(5) Sat Jun/12 20:30    England         1-1  United States    @ Royal Bafokeng Stadium, Rustenburg
2010	south-africa	(6) Sun Jun/13 13:30    Algeria         0-1 Slovenia          @ Peter Mokaba Stadium, Polokwane
2010	south-africa	(22) Fri Jun/18 16:00    Slovenia       2-2  United States    @ Ellis Park Stadium, Johannesburg
2010	south-africa	(23) Fri Jun/18 20:30    England        0-0  Algeria          @ Cape Town Stadium, Cape Town
2010	south-africa	(38) Wed Jun/23 16:00    United States  1-0  Algeria      @ Loftus Versfeld Stadium, Pretoria
2010	south-africa	(37) Wed Jun/23 16:00    Slovenia       0-1  England      @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(8) Sun Jun/13 16:00    Serbia         0-1  Ghana         @ Loftus Versfeld Stadium, Pretoria
2010	south-africa	(7) Sun Jun/13 20:30    Germany        4-0  Australia     @ Moses Mabhida Stadium, Durban
2010	south-africa	(21) Fri Jun/18 13:30    Germany        0-1  Serbia        @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(24) Sat Jun/19 16:00    Ghana         1-1  Australia      @ Royal Bafokeng Stadium, Rustenburg
2010	south-africa	(40) Wed Jun/23 20:30    Australia     2-1 Serbia          @ Mbombela Stadium, Nelspruit
2010	south-africa	(39) Wed Jun/23 20:30    Ghana         0-1 Germany         @ Soccer City, Johannesburg
2010	south-africa	(9)  Mon Jun/14 13:30   Netherlands    2-0  Denmark       @ Soccer City, Johannesburg
2010	south-africa	(10) Mon Jun/14 16:00   Japan          1-0  Cameroon      @ Free State Stadium, Bloemfontein
2010	south-africa	(25) Sat Jun/19 13:30   Netherlands    1-0  Japan         @ Moses Mabhida Stadium, Durban
2010	south-africa	(26) Sat Jun/19 20:30   Cameroon       1-2  Denmark       @ Loftus Versfeld Stadium, Pretoria
2010	south-africa	(43) Thu Jun/24 20:30   Denmark   1-3  Japan              @ Royal Bafokeng Stadium, Rustenburg
2010	south-africa	(44) Thu Jun/24 20:30   Cameroon  1-2  Netherlands        @ Cape Town Stadium, Cape Town
2010	south-africa	(11) Mon Jun/14 20:30   Italy  1-1  Paraguay              @ Cape Town Stadium, Cape Town
2010	south-africa	(12) Tue Jun/15 13:30   New Zealand  1-1  Slovakia        @ Royal Bafokeng Stadium, Rustenburg
2010	south-africa	(27) Sun Jun/20 13:30   Slovakia  0-2  Paraguay           @ Free State Stadium, Bloemfontein
2010	south-africa	(28) Sun Jun/20 16:00   Italy     1-1  New Zealand        @ Mbombela Stadium, Nelspruit
2010	south-africa	(41) Thu Jun/24 16:00   Slovakia  3-2  Italy              @ Ellis Park Stadium, Johannesburg
2010	south-africa	(42) Thu Jun/24 16:00   Paraguay  0-0  New Zealand        @ Peter Mokaba Stadium, Polokwane
2010	south-africa	(13) Tue Jun/15 16:00   Côte d'Ivoire  0-0  Portugal       @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(14) Tue Jun/15 20:30   Brazil         2-1  North Korea    @ Ellis Park Stadium, Johannesburg
2010	south-africa	(29) Sun Jun/20 20:30   Brazil  3-1  Côte d'Ivoire        @ Soccer City, Johannesburg
2010	south-africa	(30) Mon Jun/21 13:30   Portugal  7-0  North Korea        @ Cape Town Stadium, Cape Town
2010	south-africa	(45) Fri Jun/25 16:00   Portugal     0-0  Brazil          @ Moses Mabhida Stadium, Durban
2010	south-africa	(46) Fri Jun/25 16:00   North Korea  0-3  Côte d'Ivoire   @ Mbombela Stadium, Nelspruit
2010	south-africa	(15) Wed Jun/16 13:30   Honduras  0-1  Chile             @ Mbombela Stadium, Nelspruit
2010	south-africa	(16) Wed Jun/16 16:00   Spain     0-1  Switzerland       @ Moses Mabhida Stadium, Durban
2010	south-africa	(31) Mon Jun/21 16:00   Chile  1-0  Switzerland          @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(32) Mon Jun/21 20:30   Spain  2-0  Honduras             @ Ellis Park Stadium, Johannesburg
2010	south-africa	(47) Fri Jun/25 20:30   Chile        1-2  Spain          @ Loftus Versfeld Stadium, Pretoria
2010	south-africa	(48) Fri Jun/25 20:30   Switzerland  0-0  Honduras       @ Free State Stadium, Bloemfontein
2010	south-africa	(49) Sat Jun/26 16:00   Uruguay        2-1              South Korea   @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(50) Sat Jun/26 20:30   United States  1-1 1-2nV        Ghana         @ Royal Bafokeng Stadium, Rustenburg
2010	south-africa	(51) Sun Jun/27 16:00   Germany        4-1              England       @ Free State Stadium, Bloemfontein
2010	south-africa	(52) Sun Jun/27 20:30   Argentina      3-1              Mexico        @ Soccer City, Johannesburg
2010	south-africa	(53) Mon Jun/28 16:00   Netherlands    2-1              Slovakia      @ Moses Mabhida Stadium, Durban
2010	south-africa	(54) Mon Jun/28 20:30   Brazil         3-0              Chile         @ Ellis Park Stadium, Johannesburg
2010	south-africa	(55) Tue Jun/29 16:00   Paraguay       0-0 0-0nV 5-3iE  Japan         @ Loftus Versfeld Stadium, Pretoria
2010	south-africa	(56) Tue Jun/29 20:30   Spain          1-0              Portugal      @ Cape Town Stadium, Cape Town
2010	south-africa	(57) Fri Jul/2 16:00   Netherlands    2-1               Brazil        @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(58) Fri Jul/2 20:30   Uruguay        1-1 1-1nV 4-2iE   Ghana         @ Soccer City, Johannesburg
2010	south-africa	(59) Sat Jul/3 16:00   Argentina      0-4               Germany       @ Cape Town Stadium, Cape Town
2010	south-africa	(60) Sat Jul/3 20:30   Paraguay       0-1               Spain         @ Ellis Park Stadium, Johannesburg
2010	south-africa	(61) Tue Jul/6 20:30   Uruguay        2-3  Netherlands          @ Cape Town Stadium, Cape Town
2010	south-africa	(62) Wed Jul/7 20:30   Germany        0-1  Spain                @ Moses Mabhida Stadium, Durban
2010	south-africa	(63) Sat Jul/10 20:30  Uruguay  2-3  Germany         @ Nelson Mandela Bay Stadium, Port Elizabeth
2010	south-africa	(64) Sun Jul/11 20:30  Netherlands  0-0 0-1nV  Spain     @ Soccer City, Johannesburg
2014	brazil	(1) Thu Jun/12 17:00   Brazil 3-1 (1-1) Croatia       @ Arena de São Paulo, São Paulo (UTC-3)
2014	brazil	(2) Fri Jun/13 13:00   Mexico 1-0 (0-0) Cameroon      @ Estádio das Dunas, Natal (UTC-3)
2014	brazil	(17) Tue Jun/17 16:00   Brazil 0-0 Mexico        @ Estádio Castelão, Fortaleza (UTC-3)
2014	brazil	(18) Wed Jun/18 18:00   Cameroon 0-4 Croatia     @ Arena Amazônia, Manaus (UTC-4)
2014	brazil	(33) Mon Jun/23 17:00   Cameroon 1-4 Brazil      @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)
2014	brazil	(34) Mon Jun/23 17:00   Croatia  1-3 Mexico      @ Arena Pernambuco, Recife (UTC-3)
2014	brazil	(3) Fri Jun/13 16:00   Spain 1-5 (1-1) Netherlands     @ Arena Fonte Nova, Salvador (UTC-3)
2014	brazil	(4) Fri Jun/13 18:00   Chile 3-1 (2-1) Australia       @ Arena Pantanal, Cuiabá (UTC-4)
2014	brazil	(19) Wed Jun/18 16:00   Spain 0-2 Chile             @ Estádio do Maracanã, Rio de Janeiro (UTC-3)
2014	brazil	(20) Wed Jun/18 13:00   Australia 2-3 Netherlands   @ Estádio Beira-Rio, Porto Alegre (UTC-3)
2014	brazil	(35) Mon Jun/23 13:00   Australia 0-3 Spain         @ Arena da Baixada, Curitiba (UTC-3)
2014	brazil	(36) Mon Jun/23 13:00   Netherlands 2-0 Chile       @ Arena de São Paulo, São Paulo (UTC-3)
2014	brazil	(5) Sat Jun/14 13:00   Colombia 3-0 Greece          @ Estádio Mineirão, Belo Horizonte (UTC-3)
2014	brazil	(6) Sat Jun/14 22:00   Côte d'Ivoire 2-1 Japan      @ Arena Pernambuco, Recife (UTC-3)
2014	brazil	(21) Thu Jun/19 13:00   Colombia 2-1 Côte d'Ivoire   @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)
2014	brazil	(22) Thu Jun/19 19:00   Japan 0-0 Greece             @ Estádio das Dunas, Natal (UTC-3)
2014	brazil	(37) Tue Jun/24 16:00   Japan 1-4 Colombia            @ Arena Pantanal, Cuiabá (UTC-4)
2014	brazil	(38) Tue Jun/24 17:00   Greece 2-1 Côte d'Ivoire      @ Estádio Castelão, Fortaleza (UTC-3)
2014	brazil	(7) Sat Jun/14 16:00   Uruguay 1-3 Costa Rica       @ Estádio Castelão, Fortaleza (UTC-3)
2014	brazil	(8) Sat Jun/14 18:00   England 1-2 Italy            @ Arena Amazônia, Manaus (UTC-4)
2014	brazil	(23) Thu Jun/19 16:00   Uruguay 2-1 England          @ Arena de São Paulo, São Paulo (UTC-3)
2014	brazil	(24) Fri Jun/20 13:00   Italy 0-1 Costa Rica         @ Arena Pernambuco, Recife (UTC-3)
2014	brazil	(39) Tue Jun/24 13:00   Italy 0-1 Uruguay             @ Estádio das Dunas, Natal (UTC-3)
2014	brazil	(40) Tue Jun/24 13:00   Costa Rica 0-0 England        @ Estádio Mineirão, Belo Horizonte (UTC-3)
2014	brazil	(9)  Sun Jun/15 13:00   Switzerland 2-1 Ecuador      @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)
2014	brazil	(10) Sun Jun/15 16:00   France 3-0 Honduras          @ Estádio Beira-Rio, Porto Alegre (UTC-3)
2014	brazil	(25) Fri Jun/20 16:00   Switzerland 2-5 France       @ Arena Fonte Nova, Salvador (UTC-3)
2014	brazil	(26) Fri Jun/20 19:00   Honduras 1-2 Ecuador         @ Arena da Baixada, Curitiba (UTC-3)
2014	brazil	(41) Wed Jun/25 16:00   Honduras 0-3 Switzerland     @ Arena Amazônia, Manaus (UTC-4)
2014	brazil	(42) Wed Jun/25 17:00   Ecuador  0-0 France          @ Estádio do Maracanã, Rio de Janeiro (UTC-3)
2014	brazil	(11) Sun Jun/15 19:00   Argentina 2-1 Bosnia-Herzegovina    @ Estádio do Maracanã, Rio de Janeiro (UTC-3)
2014	brazil	(12) Mon Jun/16 16:00   Iran 0-0 Nigeria                    @ Arena da Baixada, Curitiba (UTC-3)
2014	brazil	(27) Sat Jun/21 13:00   Argentina 1-0 Iran                  @ Estádio Mineirão, Belo Horizonte (UTC-3)
2014	brazil	(28) Sat Jun/21 18:00   Nigeria 1-0 Bosnia-Herzegovina      @ Arena Pantanal, Cuiabá (UTC-4)
2014	brazil	(43) Wed Jun/25 13:00   Nigeria 2-3 Argentina               @ Estádio Beira-Rio, Porto Alegre (UTC-3)
2014	brazil	(44) Wed Jun/25 13:00   Bosnia-Herzegovina 3-1 Iran         @ Arena Fonte Nova, Salvador (UTC-3)
2014	brazil	(13) Mon Jun/16 13:00   Germany 4-0 Portugal           @ Arena Fonte Nova, Salvador (UTC-3)
2014	brazil	(14) Mon Jun/16 19:00   Ghana 1-2 United States        @ Estádio das Dunas, Natal (UTC-3)
2014	brazil	(29) Sat Jun/21 16:00   Germany 2-2 Ghana              @ Estádio Castelão, Fortaleza (UTC-3)
2014	brazil	(30) Sun Jun/22 18:00   United States 2-2 Portugal     @ Arena Amazônia, Manaus (UTC-4)
2014	brazil	(45) Thu Jun/26 13:00   United States 0-1 Germany       @ Arena Pernambuco, Recife (UTC-3)
2014	brazil	(46) Thu Jun/26 13:00   Portugal 2-1 Ghana              @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)
2014	brazil	(15) Tue Jun/17 13:00   Belgium 2-1 Algeria         @ Estádio Mineirão, Belo Horizonte (UTC-3)
