anio	anfitrion	estadio	ciudad	partido_orden	fecha	equipo_1	equipo_2	equipo_1_final	equipo_2_final
1998	Francia	Stade Félix Bollaert	Lens	(29)	1998-06-21	Alemania	Yugoslavia	2	2
1998	Francia	Stade Gerland	Lyon	(30)	1998-06-21	Estados Unidos	Irán	1	2
1998	Francia	Parc des Princes	Paris	(28)	1998-06-21	Argentina	Jamaica	5	0
1998	Francia	Stade de la Mosson	Montpellier	(31)	1998-06-22	Colombia	Túnez	1	0
1998	Francia	Stade de Toulouse	Toulouse	(32)	1998-06-22	Rumania	Inglaterra	2	1
1998	Francia	Stade Geoffroy-Guichard	Saint-Étienne	(34)	1998-06-23	Escocia	Marruecos	0	3
1998	Francia	Stade Vélodrome	Marseille	(35)	1998-06-23	Brasil	Noruega	1	2
1998	Francia	Stade de France	Saint-Denis	(33)	1998-06-23	Italia	Austria	2	1
1998	Francia	Stade de la Beaujoire	Nantes	(36)	1998-06-23	Chile	Camerún	1	1
1998	Francia	Stade Gerland	Lyon	(38)	1998-06-24	Francia	Dinamarca	2	1
1998	Francia	Parc Lescure	Bordeaux	(40)	1998-06-24	Sudáfrica	Arabia Saudita	2	2
1998	Francia	Stade Félix Bollaert	Lens	(37)	1998-06-24	España	Bulgaria	6	1
1998	Francia	Stade de Toulouse	Toulouse	(39)	1998-06-24	Nigeria	Paraguay	1	3
1998	Francia	Parc des Princes	Paris	(41)	1998-06-25	Bélgica	Corea del Sur	1	1
1998	Francia	Stade Geoffroy-Guichard	Saint-Étienne	(42)	1998-06-25	Países Bajos	Mexico	2	2
1998	Francia	Stade de la Mosson	Montpellier	(43)	1998-06-25	Alemania	Irán	2	0
1998	Francia	Stade de la Beaujoire	Nantes	(44)	1998-06-25	Estados Unidos	Yugoslavia	0	1
1998	Francia	Stade de France	Saint-Denis	(45)	1998-06-26	Rumania	Túnez	1	1
1998	Francia	Stade Félix Bollaert	Lens	(46)	1998-06-26	Colombia	Inglaterra	0	2
1998	Francia	Stade Gerland	Lyon	(47)	1998-06-26	Japón	Jamaica	1	2
1998	Francia	Parc Lescure	Bordeaux	(48)	1998-06-26	Argentina	Croacia	1	0
1998	Francia	Parc des Princes	Paris	(49)	1998-06-27	Brasil	Chile	4	1
1998	Francia	Stade Vélodrome	Marseille	(50)	1998-06-27	Italia	Noruega	1	0
1998	Francia	Stade de France	Saint-Denis	(51)	1998-06-28	Nigeria	Dinamarca	1	4
1998	Francia	Stade Félix Bollaert	Lens	(52)	1998-06-28	Francia	Paraguay	1	0
1998	Francia	Stade de la Mosson	Montpellier	(53)	1998-06-29	Alemania	Mexico	2	1
1998	Francia	Stade de Toulouse	Toulouse	(54)	1998-06-29	Países Bajos	Yugoslavia	2	1
1998	Francia	Stade Geoffroy-Guichard	Saint-Étienne	(55)	1998-06-30	Argentina	Inglaterra	4	3
1998	Francia	Parc Lescure	Bordeaux	(56)	1998-06-30	Rumania	Croacia	0	1
1998	Francia	Stade de France	Saint-Denis	(57)	1998-07-03	Italia	Francia	3	4
1998	Francia	Stade de la Beaujoire	Nantes	(58)	1998-07-03	Brasil	Dinamarca	3	2
1998	Francia	Stade Gerland	Lyon	(59)	1998-07-04	Alemania	Croacia	0	3
1998	Francia	Stade Vélodrome	Marseille	(60)	1998-07-04	Países Bajos	Argentina	2	1
1998	Francia	Stade Vélodrome	Marseille	(61)	1998-07-07	Brasil	Países Bajos	4	2
1998	Francia	Stade de France	Saint-Denis	(62)	1998-07-08	Francia	Croacia	2	1
1998	Francia	Parc des Princes	Paris	(63)	1998-07-11	Países Bajos	Croacia	1	2
1998	Francia	Stade de France	Saint-Denis	(64)	1998-07-12	Brasil	Francia	0	3
2002	Corea del sur y Japón	Seoul World Cup Stadium	Seoul	(1)	2002-05-31	Francia	Senegal	0	1
2002	Corea del sur y Japón	Munsu Cup Stadium	Ulsan	(3)	2002-06-01	Uruguay	Dinamarca	1	2
2002	Corea del sur y Japón	Niigata Stadium	Niigata	(2)	2002-06-01	Irlanda	Camerún	1	1
2002	Corea del sur y Japón	Sapporo Dome	Sapporo	(4)	2002-06-01	Alemania	Arabia Saudita	8	0
2002	Corea del sur y Japón	Asiad Main Stadium	Busan	(6)	2002-06-02	Paraguay	Sudáfrica	2	2
2002	Corea del sur y Japón	Gwangju World Cup Stadium	Gwangju	(8)	2002-06-02	España	Eslovenia	3	1
2002	Corea del sur y Japón	Saitama Stadium	Saitama	(5)	2002-06-02	Inglaterra	Suecia	1	1
2002	Corea del sur y Japón	Kashima Soccer Stadium	Ibaraki	(7)	2002-06-02	Argentina	Nigeria	1	0
2002	Corea del sur y Japón	Munsu Cup Stadium	Ulsan	(10)	2002-06-03	Brasil	Turquía	2	1
2002	Corea del sur y Japón	Niigata Stadium	Niigata	(9)	2002-06-03	Croacia	Mexico	0	1
2002	Corea del sur y Japón	Sapporo Dome	Sapporo	(11)	2002-06-03	Italia	Ecuador	2	0
2002	Corea del sur y Japón	Gwangju World Cup Stadium	Gwangju	(12)	2002-06-04	China	Costa Rica	0	2
2002	Corea del sur y Japón	Asiad Main Stadium	Busan	(14)	2002-06-04	Corea del Sur	Polonia	2	0
2002	Corea del sur y Japón	Saitama Stadium	Saitama	(13)	2002-06-04	Japón	Bélgica	2	2
2002	Corea del sur y Japón	Suwon World Cup Stadium	Suwon	(16)	2002-06-05	Estados Unidos	Portugal	3	2
2002	Corea del sur y Japón	Kashima Soccer Stadium	Ibaraki	(17)	2002-06-05	Alemania	Republica de Irlanda	1	1
2002	Corea del sur y Japón	Kobe Wing Stadium	Kobe	(15)	2002-06-05	Rusia	Túnez	2	0
2002	Corea del sur y Japón	Asiad Main Stadium	Busan	(18)	2002-06-06	Francia	Uruguay	0	0
2002	Corea del sur y Japón	Daegu World Cup Stadium	Daegu	(19)	2002-06-06	Dinamarca	Senegal	1	1
2002	Corea del sur y Japón	Saitama Stadium	Saitama	(19)	2002-06-06	Camerún	Arabia Saudita	1	0
2002	Corea del sur y Japón	Jeonju World Cup Stadium	Jeonju	(22)	2002-06-07	España	Paraguay	3	1
2002	Corea del sur y Japón	Kobe Wing Stadium	Kobe	(21)	2002-06-07	Suecia	Nigeria	2	1
2002	Corea del sur y Japón	Sapporo Dome	Sapporo	(23)	2002-06-07	Argentina	Inglaterra	0	1
2002	Corea del sur y Japón	Daegu World Cup Stadium	Daegu	(24)	2002-06-08	Sudáfrica	Eslovenia	1	0
2002	Corea del sur y Japón	Jeju World Cup Stadium	Jeju	(26)	2002-06-08	Brasil	China	4	0
2002	Corea del sur y Japón	Kashima Soccer Stadium	Ibaraki	(25)	2002-06-08	Italia	Croacia	1	2
2002	Corea del sur y Japón	Incheon Munhak Stadium	Incheon	(28)	2002-06-09	Costa Rica	Turquía	1	1
2002	Corea del sur y Japón	Miyagi Stadium	Miyagi	(27)	2002-06-09	Mexico	Ecuador	2	1
2002	Corea del sur y Japón	International Stadium Yokohama	Yokohama	(29)	2002-06-09	Japón	Rusia	1	0
2002	Corea del sur y Japón	Daegu World Cup Stadium	Daegu	(30)	2002-06-10	Corea del Sur	Estados Unidos	1	1
2002	Corea del sur y Japón	Jeonju World Cup Stadium	Jeonju	(32)	2002-06-10	Portugal	Polonia	4	0
2002	Corea del sur y Japón	Ōita Stadium	Ōita	(31)	2002-06-10	Túnez	Bélgica	1	1
2002	Corea del sur y Japón	Incheon Munhak Stadium	Incheon	(33)	2002-06-11	Dinamarca	Francia	2	0
2002	Corea del sur y Japón	Suwon World Cup Stadium	Suwon	(34)	2002-06-11	Senegal	Uruguay	3	3
2002	Corea del sur y Japón	Shizuoka Stadium	Shizuoka	(35)	2002-06-11	Camerún	Alemania	0	2
2002	Corea del sur y Japón	International Stadium Yokohama	Yokohama	(36)	2002-06-11	Arabia Saudita	Irlanda	0	3
2002	Corea del sur y Japón	Daejeon World Cup Stadium	Daejeon	(39)	2002-06-12	Sudáfrica	España	2	3
2002	Corea del sur y Japón	Jeju World Cup Stadium	Jeju	(40)	2002-06-12	Eslovenia	Paraguay	1	3
2002	Corea del sur y Japón	Miyagi Stadium	Miyagi	(37)	2002-06-12	Suecia	Argentina	1	1
2002	Corea del sur y Japón	Nagai Stadium	Osaka	(38)	2002-06-12	Nigeria	Inglaterra	0	0
2002	Corea del sur y Japón	Suwon World Cup Stadium	Suwon	(41)	2002-06-13	Costa Rica	Brasil	2	5
2002	Corea del sur y Japón	Seoul World Cup Stadium	Seoul	(42)	2002-06-13	Turquía	China	3	0
2002	Corea del sur y Japón	Ōita Stadium	Ōita	(43)	2002-06-13	Mexico	Italia	1	1
2002	Corea del sur y Japón	International Stadium Yokohama	Yokohama	(44)	2002-06-13	Ecuador	Croacia	1	0
2002	Corea del sur y Japón	Incheon Munhak Stadium	Incheon	(47)	2002-06-14	Portugal	Corea del Sur	0	1
2002	Corea del sur y Japón	Daejeon World Cup Stadium	Daejeon	(48)	2002-06-14	Polonia	Estados Unidos	3	1
2002	Corea del sur y Japón	Nagai Stadium	Osaka	(45)	2002-06-14	Túnez	Japón	0	2
2002	Corea del sur y Japón	Shizuoka Stadium	Shizuoka	(46)	2002-06-14	Bélgica	Rusia	3	2
2002	Corea del sur y Japón	Jeju World Cup Stadium	Jeju	(49)	2002-06-15	Alemania	Paraguay	1	0
2002	Corea del sur y Japón	Niigata Stadium	Niigata	(50)	2002-06-15	Dinamarca	Inglaterra	0	3
2002	Corea del sur y Japón	Ōita Stadium	Ōita	(51)	2002-06-16	Suecia	Senegal	1	2
2002	Corea del sur y Japón	Suwon World Cup Stadium	Suwon	(52)	2002-06-16	España	Irlanda	3	2
2002	Corea del sur y Japón	Jeonju World Cup Stadium	Jeonju	(53)	2002-06-17	Mexico	Estados Unidos	0	2
2002	Corea del sur y Japón	Kobe Wing Stadium	Kobe	(54)	2002-06-17	Brasil	Bélgica	2	0
2002	Corea del sur y Japón	Miyagi Stadium	Miyagi	(55)	2002-06-18	Japón	Turquía	0	1
2002	Corea del sur y Japón	Daejeon World Cup Stadium	Daejeon	(56)	2002-06-18	Corea del Sur	Italia	2	1
2002	Corea del sur y Japón	Shizuoka Stadium	Shizuoka	(57)	2002-06-21	Inglaterra	Brasil	1	2
2002	Corea del sur y Japón	Munsu Cup Stadium	Ulsan	(58)	2002-06-21	Alemania	Estados Unidos	1	0
2002	Corea del sur y Japón	Gwangju World Cup Stadium	Gwangju	(59)	2002-06-22	España	Corea del Sur	3	5
2002	Corea del sur y Japón	Nagai Stadium	Osaka	(60)	2002-06-22	Senegal	Turquía	0	1
2002	Corea del sur y Japón	Seoul World Cup Stadium	Seoul	(61)	2002-06-25	Alemania	Corea del Sur	1	0
2002	Corea del sur y Japón	Saitama Stadium	Saitama	(62)	2002-06-26	Brasil	Turquía	1	0
2002	Corea del sur y Japón	Daegu World Cup Stadium	Daegu	(63)	2002-06-29	Corea del Sur	Turquía	2	3
2002	Corea del sur y Japón	International Stadium Yokohama	Yokohama	(64)	2002-06-30	Alemania	Brasil	0	2
2006	Alemania	Allianz Arena	München	(1)	2006-06-09	Alemania	Costa Rica	4	2
2006	Alemania	Veltins-Arena	Gelsenkirchen	(2)	2006-06-09	Polonia	Ecuador	0	2
2006	Alemania	Commerzbank-Arena	Frankfurt	(3)	2006-06-10	Inglaterra	Paraguay	1	0
2006	Alemania	Signal Iduna Park	Dortmund	(4)	2006-06-10	Trinidad y Tobago	Suecia	0	0
2006	Alemania	AOL Arena	Hamburg	(5)	2006-06-10	Argentina	Costa de Marfil	2	1
2006	Alemania	Zentralstadion	Leipzig	(6)	2006-06-11	Serbia y Montenegro	Países Bajos	0	1
2006	Alemania	Frankenstadion	Nürnberg	(7)	2006-06-11	Mexico	Irán	3	1
2006	Alemania	RheinEnergieStadion	Köln	(8)	2006-06-11	Angola	Portugal	0	1
2006	Alemania	AWD-Arena	Hannover	(9)	2006-06-12	Italia	Ghana	2	0
2006	Alemania	Veltins-Arena	Gelsenkirchen	(10)	2006-06-12	Estados Unidos	Republica Checa	0	3
2006	Alemania	Fritz-Walter-Stadion	Kaiserslautern	(12)	2006-06-12	Australia	Japón	3	1
2006	Alemania	Olympiastadion	Berlin	(11)	2006-06-13	Brasil	Croacia	1	0
2006	Alemania	Gottlieb-Daimler-Stadion	Stuttgart	(13)	2006-06-13	Francia	Suiza	0	0
2006	Alemania	Commerzbank-Arena	Frankfurt	(14)	2006-06-13	Corea del Sur	Togo	2	1
2006	Alemania	Signal Iduna Park	Dortmund	(17)	2006-06-14	Alemania	Polonia	1	0
2006	Alemania	Zentralstadion	Leipzig	(15)	2006-06-14	España	Ucrania	4	0
2006	Alemania	Allianz Arena	München	(16)	2006-06-14	Túnez	Arabia Saudita	1	0
2006	Alemania	AOL Arena	Hamburg	(18)	2006-06-15	Ecuador	Costa Rica	3	0
2006	Alemania	Frankenstadion	Nürnberg	(19)	2006-06-15	Inglaterra	Trinidad y Tobago	2	0
2006	Alemania	Olympiastadion	Berlin	(20)	2006-06-15	Suecia	Paraguay	1	0
2006	Alemania	Veltins-Arena	Gelsenkirchen	(21)	2006-06-16	Argentina	Serbia y Montenegro	6	0
2006	Alemania	Gottlieb-Daimler-Stadion	Stuttgart	(22)	2006-06-16	Países Bajos	Costa de Marfil	2	1
2006	Alemania	AWD-Arena	Hannover	(23)	2006-06-16	Mexico	Angola	0	0
2006	Alemania	Commerzbank-Arena	Frankfurt	(24)	2006-06-17	Portugal	Irán	2	0
2006	Alemania	Fritz-Walter-Stadion	Kaiserslautern	(25)	2006-06-17	Italia	Estados Unidos	1	1
2006	Alemania	RheinEnergieStadion	Köln	(26)	2006-06-17	Republica Checa	Ghana	0	2
2006	Alemania	Allianz Arena	München	(27)	2006-06-18	Brasil	Australia	2	0
2006	Alemania	Frankenstadion	Nürnberg	(28)	2006-06-18	Japón	Croacia	0	0
2006	Alemania	Zentralstadion	Leipzig	(29)	2006-06-18	Francia	Corea del Sur	1	0
2006	Alemania	Signal Iduna Park	Dortmund	(30)	2006-06-19	Togo	Suiza	0	2
2006	Alemania	Gottlieb-Daimler-Stadion	Stuttgart	(31)	2006-06-19	España	Túnez	3	1
2006	Alemania	AOL Arena	Hamburg	(32)	2006-06-19	Arabia Saudita	Ucrania	0	4
2006	Alemania	Olympiastadion	Berlin	(33)	2006-06-20	Ecuador	Alemania	0	3
2006	Alemania	AWD-Arena	Hannover	(34)	2006-06-20	Costa Rica	Polonia	1	2
2006	Alemania	RheinEnergieStadion	Köln	(35)	2006-06-20	Suecia	Inglaterra	0	1
2006	Alemania	Fritz-Walter-Stadion	Kaiserslautern	(36)	2006-06-20	Paraguay	Trinidad y Tobago	2	0
2006	Alemania	Commerzbank-Arena	Frankfurt	(37)	2006-06-21	Países Bajos	Argentina	0	0
2006	Alemania	Allianz Arena	München	(38)	2006-06-21	Costa de Marfil	Serbia y Montenegro	3	2
2006	Alemania	Veltins-Arena	Gelsenkirchen	(39)	2006-06-21	Portugal	Mexico	2	1
2006	Alemania	Zentralstadion	Leipzig	(40)	2006-06-21	Irán	Angola	0	0
2006	Alemania	AOL Arena	Hamburg	(41)	2006-06-22	Republica Checa	Italia	0	2
2006	Alemania	Frankenstadion	Nürnberg	(42)	2006-06-22	Ghana	Estados Unidos	2	1
2006	Alemania	Signal Iduna Park	Dortmund	(43)	2006-06-22	Japón	Brasil	1	4
2006	Alemania	Gottlieb-Daimler-Stadion	Stuttgart	(44)	2006-06-22	Croacia	Australia	1	1
2006	Alemania	RheinEnergieStadion	Köln	(45)	2006-06-23	Togo	Francia	0	2
2006	Alemania	AWD-Arena	Hannover	(46)	2006-06-23	Suiza	Corea del Sur	2	0
2006	Alemania	Fritz-Walter-Stadion	Kaiserslautern	(47)	2006-06-23	Arabia Saudita	España	0	1
2006	Alemania	Olympiastadion	Berlin	(48)	2006-06-23	Ucrania	Túnez	1	0
2006	Alemania	Allianz Arena	München	(49)	2006-06-24	Alemania	Suecia	2	0
2006	Alemania	Zentralstadion	Leipzig	(50)	2006-06-24	Argentina	Mexico	2	1
2006	Alemania	Gottlieb-Daimler-Stadion	Stuttgart	(51)	2006-06-25	Inglaterra	Ecuador	1	0
2006	Alemania	Frankenstadion	Nürnberg	(52)	2006-06-25	Portugal	Países Bajos	1	0
2006	Alemania	Fritz-Walter-Stadion	Kaiserslautern	(53)	2006-06-26	Italia	Australia	1	0
2006	Alemania	RheinEnergieStadion	Köln	(54)	2006-06-26	Suiza	Ucrania	0	3
2006	Alemania	Signal Iduna Park	Dortmund	(55)	2006-06-27	Brasil	Ghana	3	0
2006	Alemania	AWD-Arena	Hannover	(56)	2006-06-27	España	Francia	1	3
2006	Alemania	Olympiastadion	Berlin	(57)	2006-06-30	Alemania	Argentina	4	2
2006	Alemania	AOL Arena	Hamburg	(58)	2006-06-30	Italia	Ucrania	3	0
2006	Alemania	Veltins-Arena	Gelsenkirchen	(59)	2006-07-01	Inglaterra	Portugal	1	3
2006	Alemania	Commerzbank-Arena	Frankfurt	(60)	2006-07-01	Brasil	Francia	0	1
2006	Alemania	Signal Iduna Park	Dortmund	(61)	2006-07-04	Alemania	Italia	0	2
2006	Alemania	Allianz Arena	München	(62)	2006-07-05	Portugal	Francia	0	1
2006	Alemania	Gottlieb-Daimler-Stadion	Stuttgart	(63)	2006-07-08	Alemania	Portugal	3	1
2006	Alemania	Olympiastadion	Berlin	(64)	2006-07-09	Italia	Francia	5	3
2010	Sudáfrica	Soccer City	Johannesburg	(1)	2010-06-11	Sudáfrica	Mexico	1	1
2010	Sudáfrica	Cape Town Stadium	Cape Town	(2)	2010-06-11	Uruguay	Francia	0	0
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(4)	2010-06-12	Corea del Sur	Grecia	2	0
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(3)	2010-06-12	Argentina	Nigeria	1	0
2010	Sudáfrica	Royal Bafokeng Stadium	Rustenburg	(5)	2010-06-12	Inglaterra	Estados Unidos	1	1
2010	Sudáfrica	Peter Mokaba Stadium	Polokwane	(6)	2010-06-13	Argelia	Eslovenia	0	1
2010	Sudáfrica	Loftus Versfeld Stadium	Pretoria	(8)	2010-06-13	Serbia	Ghana	0	1
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(7)	2010-06-13	Alemania	Australia	4	0
2010	Sudáfrica	Soccer City	Johannesburg	(9)	2010-06-14	Países Bajos	Dinamarca	2	0
2010	Sudáfrica	Free State Stadium	Bloemfontein	(10)	2010-06-14	Japón	Camerún	1	0
2010	Sudáfrica	Cape Town Stadium	Cape Town	(11)	2010-06-14	Italia	Paraguay	1	1
2010	Sudáfrica	Royal Bafokeng Stadium	Rustenburg	(12)	2010-06-15	Nueva Zelanda	Eslovaquia	1	1
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(13)	2010-06-15	Costa de Marfil	Portugal	0	0
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(14)	2010-06-15	Brasil	Corea del Norte	2	1
2010	Sudáfrica	Loftus Versfeld Stadium	Pretoria	(17)	2010-06-16	Sudáfrica	Uruguay	0	3
2010	Sudáfrica	Mbombela Stadium	Nelspruit	(15)	2010-06-16	Honduras	Chile	0	1
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(16)	2010-06-16	España	Suiza	0	1
2010	Sudáfrica	Peter Mokaba Stadium	Polokwane	(18)	2010-06-17	Francia	Mexico	0	2
2010	Sudáfrica	Soccer City	Johannesburg	(20)	2010-06-17	Argentina	Corea del Sur	4	1
2010	Sudáfrica	Free State Stadium	Bloemfontein	(19)	2010-06-17	Grecia	Nigeria	2	1
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(22)	2010-06-18	Eslovenia	Estados Unidos	2	2
2010	Sudáfrica	Cape Town Stadium	Cape Town	(23)	2010-06-18	Inglaterra	Argelia	0	0
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(21)	2010-06-18	Alemania	Serbia	0	1
2010	Sudáfrica	Royal Bafokeng Stadium	Rustenburg	(24)	2010-06-19	Ghana	Australia	1	1
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(25)	2010-06-19	Países Bajos	Japón	1	0
2010	Sudáfrica	Loftus Versfeld Stadium	Pretoria	(26)	2010-06-19	Camerún	Dinamarca	1	2
2010	Sudáfrica	Free State Stadium	Bloemfontein	(27)	2010-06-20	Eslovaquia	Paraguay	0	2
2010	Sudáfrica	Mbombela Stadium	Nelspruit	(28)	2010-06-20	Italia	Nueva Zelanda	1	1
2010	Sudáfrica	Soccer City	Johannesburg	(29)	2010-06-20	Brasil	Costa de Marfil	3	1
2010	Sudáfrica	Cape Town Stadium	Cape Town	(30)	2010-06-21	Portugal	Corea del Norte	7	0
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(31)	2010-06-21	Chile	Suiza	1	0
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(32)	2010-06-21	España	Honduras	2	0
2010	Sudáfrica	Royal Bafokeng Stadium	Rustenburg	(33)	2010-06-22	Mexico	Uruguay	0	1
2010	Sudáfrica	Free State Stadium	Bloemfontein	(34)	2010-06-22	Francia	Sudáfrica	1	2
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(35)	2010-06-22	Nigeria	Corea del Sur	2	2
2010	Sudáfrica	Peter Mokaba Stadium	Polokwane	(36)	2010-06-22	Grecia	Argentina	0	2
2010	Sudáfrica	Loftus Versfeld Stadium	Pretoria	(38)	2010-06-23	Estados Unidos	Argelia	1	0
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(37)	2010-06-23	Eslovenia	Inglaterra	0	1
2010	Sudáfrica	Mbombela Stadium	Nelspruit	(40)	2010-06-23	Australia	Serbia	2	1
2010	Sudáfrica	Soccer City	Johannesburg	(39)	2010-06-23	Ghana	Alemania	0	1
2010	Sudáfrica	Royal Bafokeng Stadium	Rustenburg	(43)	2010-06-24	Dinamarca	Japón	1	3
2010	Sudáfrica	Cape Town Stadium	Cape Town	(44)	2010-06-24	Camerún	Países Bajos	1	2
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(41)	2010-06-24	Eslovaquia	Italia	3	2
2010	Sudáfrica	Peter Mokaba Stadium	Polokwane	(42)	2010-06-24	Paraguay	Nueva Zelanda	0	0
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(45)	2010-06-25	Portugal	Brasil	0	0
2010	Sudáfrica	Mbombela Stadium	Nelspruit	(46)	2010-06-25	Corea del Norte	Costa de Marfil	0	3
2010	Sudáfrica	Loftus Versfeld Stadium	Pretoria	(47)	2010-06-25	Chile	España	1	2
2010	Sudáfrica	Free State Stadium	Bloemfontein	(48)	2010-06-25	Suiza	Honduras	0	0
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(49)	2010-06-26	Uruguay	Corea del Sur	2	1
2010	Sudáfrica	Royal Bafokeng Stadium	Rustenburg	(50)	2010-06-26	Estados Unidos	Ghana	1	2
2010	Sudáfrica	Free State Stadium	Bloemfontein	(51)	2010-06-27	Alemania	Inglaterra	4	1
2010	Sudáfrica	Soccer City	Johannesburg	(52)	2010-06-27	Argentina	Mexico	3	1
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(53)	2010-06-28	Países Bajos	Eslovaquia	2	1
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(54)	2010-06-28	Brasil	Chile	3	0
2010	Sudáfrica	Loftus Versfeld Stadium	Pretoria	(55)	2010-06-29	Paraguay	Japón	5	3
2010	Sudáfrica	Cape Town Stadium	Cape Town	(56)	2010-06-29	España	Portugal	1	0
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(57)	2010-07-02	Países Bajos	Brasil	2	1
2010	Sudáfrica	Soccer City	Johannesburg	(58)	2010-07-02	Uruguay	Ghana	4	2
2010	Sudáfrica	Cape Town Stadium	Cape Town	(59)	2010-07-03	Argentina	Alemania	0	4
2010	Sudáfrica	Ellis Park Stadium	Johannesburg	(60)	2010-07-03	Paraguay	España	0	1
2010	Sudáfrica	Cape Town Stadium	Cape Town	(61)	2010-07-06	Uruguay	Países Bajos	2	3
2010	Sudáfrica	Moses Mabhida Stadium	Durban	(62)	2010-07-07	Alemania	España	0	1
2010	Sudáfrica	Nelson Mandela Bay Stadium	Port Elizabeth	(63)	2010-07-10	Uruguay	Alemania	2	3
2010	Sudáfrica	Soccer City	Johannesburg	(64)	2010-07-11	Países Bajos	España	0	1
2014	Brasil	Arena de São Paulo	São Paulo (UTC-3)	(1)	2014-06-12	Brasil	Croacia	3	1
2014	Brasil	Estádio das Dunas	Natal (UTC-3)	(2)	2014-06-13	Mexico	Camerún	1	0
2014	Brasil	Arena Fonte Nova	Salvador (UTC-3)	(3)	2014-06-13	España	Países Bajos	1	5
2014	Brasil	Arena Pantanal	Cuiabá (UTC-4)	(4)	2014-06-13	Chile	Australia	3	1
2014	Brasil	Estádio Mineirão	Belo Horizonte (UTC-3)	(5)	2014-06-14	Colombia	Grecia	3	0
2014	Brasil	Arena Pernambuco	Recife (UTC-3)	(6)	2014-06-14	Costa de Marfil	Japón	2	1
2014	Brasil	Estádio Castelão	Fortaleza (UTC-3)	(7)	2014-06-14	Uruguay	Costa Rica	1	3
2014	Brasil	Arena Amazônia	Manaus (UTC-4)	(8)	2014-06-14	Inglaterra	Italia	1	2
2014	Brasil	Estádio Nacional Mané Garrincha	Brasília (UTC-3)	(9)	2014-06-15	Suiza	Ecuador	2	1
2014	Brasil	Estádio Beira-Rio	Porto Alegre (UTC-3)	(10)	2014-06-15	Francia	Honduras	3	0
2014	Brasil	Estádio do Maracanã	Rio de Janeiro (UTC-3)	(11)	2014-06-15	Argentina	Bosnia Herzegovina	2	1
2014	Brasil	Arena da Baixada	Curitiba (UTC-3)	(12)	2014-06-16	Irán	Nigeria	0	0
2014	Brasil	Arena Fonte Nova	Salvador (UTC-3)	(13)	2014-06-16	Alemania	Portugal	4	0
2014	Brasil	Estádio das Dunas	Natal (UTC-3)	(14)	2014-06-16	Ghana	Estados Unidos	1	2
2014	Brasil	Estádio Castelão	Fortaleza (UTC-3)	(17)	2014-06-17	Brasil	Mexico	0	0
2014	Brasil	Estádio Mineirão	Belo Horizonte (UTC-3)	(15)	2014-06-17	Bélgica	Argelia	2	1
2014	Brasil	Arena Pantanal	Cuiabá (UTC-4)	(16)	2014-06-17	Rusia	Corea del Sur	1	1
2014	Brasil	Arena Amazônia	Manaus (UTC-4)	(18)	2014-06-18	Camerún	Croacia	0	4
2014	Brasil	Estádio do Maracanã	Rio de Janeiro (UTC-3)	(19)	2014-06-18	España	Chile	0	2
2014	Brasil	Estádio Beira-Rio	Porto Alegre (UTC-3)	(20)	2014-06-18	Australia	Países Bajos	2	3
2014	Brasil	Estádio Nacional Mané Garrincha	Brasília (UTC-3)	(21)	2014-06-19	Colombia	Costa de Marfil	2	1
2014	Brasil	Estádio das Dunas	Natal (UTC-3)	(22)	2014-06-19	Japón	Grecia	0	0
2014	Brasil	Arena de São Paulo	São Paulo (UTC-3)	(23)	2014-06-19	Uruguay	Inglaterra	2	1
2014	Brasil	Arena Pernambuco	Recife (UTC-3)	(24)	2014-06-20	Italia	Costa Rica	0	1
2014	Brasil	Arena Fonte Nova	Salvador (UTC-3)	(25)	2014-06-20	Suiza	Francia	2	5
2014	Brasil	Arena da Baixada	Curitiba (UTC-3)	(26)	2014-06-20	Honduras	Ecuador	1	2
2014	Brasil	Estádio Mineirão	Belo Horizonte (UTC-3)	(27)	2014-06-21	Argentina	Irán	1	0
2014	Brasil	Arena Pantanal	Cuiabá (UTC-4)	(28)	2014-06-21	Nigeria	Bosnia Herzegovina	1	0
2014	Brasil	Estádio Castelão	Fortaleza (UTC-3)	(29)	2014-06-21	Alemania	Ghana	2	2
